# ma(MeV) gemu from https://arxiv.org/abs/2501.12075
1.01498237e+0 1.85502177e-8
1.01908938e+0 1.95813882e-10
1.11614726e+0 1.85476928e-8
1.12066362e+0 1.95787229e-10
1.22740702e+0 1.83486504e-8
1.23235028e+0 1.97857217e-10
1.34974716e+0 1.83071054e-8
1.35517801e+0 1.98252243e-10
1.48427858e+0 1.83046136e-8
1.49025073e+0 1.98225259e-10
1.63221897e+0 1.83021221e-8
1.63878637e+0 1.98198279e-10
1.79490480e+0 1.82996310e-8
1.80212679e+0 1.98171302e-10
1.97380579e+0 1.82971402e-8
1.98174760e+0 1.98144329e-10
2.17053812e+0 1.82946498e-8
2.17927150e+0 1.98117359e-10
2.38687907e+0 1.82921597e-8
2.39648293e+0 1.98090393e-10
2.62478306e+0 1.82896700e-8
2.63534415e+0 1.98063431e-10
2.88639932e+0 1.82871805e-8
2.89801305e+0 1.98036472e-10
3.17409129e+0 1.82846915e-8
3.18686258e+0 1.98009518e-10
3.49045796e+0 1.82822027e-8
3.50450219e+0 1.97982566e-10
3.83835740e+0 1.82797143e-8
3.85380144e+0 1.97955619e-10
4.22093253e+0 1.82772263e-8
4.23791589e+0 1.97928675e-10
4.64163952e+0 1.82747385e-8
4.66031564e+0 1.97901735e-10
5.10427904e+0 1.82722512e-8
5.12481664e+0 1.97874798e-10
5.61307301e+0 1.81147197e-8
5.63561518e+0 1.97847866e-10
6.17256017e+0 1.80352365e-8
6.19732582e+0 1.97820936e-10
6.78778896e+0 1.80327817e-8
6.81502304e+0 1.97794011e-10
7.46433857e+0 1.80303273e-8
7.49428711e+0 1.97767089e-10
8.20832095e+0 1.80278732e-8
8.24125451e+0 1.97740171e-10
9.02645722e+0 1.80254194e-8
9.06267332e+0 1.97713256e-10
9.92613842e+0 1.80229659e-8
9.96585119e+0 2.00229773e-10
1.09155954e+1 1.78295546e-8
1.09591633e+1 2.00202520e-10
1.20037289e+1 1.75632170e-8
1.20514803e+1 2.00175270e-10
1.32002593e+1 1.74117984e-8
1.32526703e+1 2.00148024e-10
1.45161694e+1 1.71151957e-8
1.45735849e+1 2.00120782e-10
1.59631698e+1 1.69315260e-8
1.60261570e+1 2.00093543e-10
1.75545427e+1 1.66076818e-8
1.76233094e+1 2.02640356e-10
1.93045601e+1 1.62900315e-8
1.93797791e+1 2.03478012e-10
2.12290774e+1 1.59444487e-8
2.13111907e+1 2.05629311e-10
2.33454543e+1 1.56061971e-8
2.34349562e+1 2.09135880e-10
2.56727207e+1 1.53403521e-8
2.57704629e+1 2.11797785e-10
2.82318815e+1 1.51434292e-8
2.83384562e+1 2.16790841e-10
3.10459736e+1 1.50448937e-8
3.11622877e+1 2.22374906e-10
3.41403747e+1 1.50428459e-8
3.42673750e+1 2.29076894e-10
3.75431996e+1 1.50407985e-8
3.76811485e+1 2.41062745e-10
4.12851894e+1 1.50387512e-8
4.14350078e+1 2.53675724e-10
4.54001492e+1 1.50367043e-8
4.55621437e+1 2.71537842e-10
4.99251592e+1 1.50667254e-8
5.01001739e+1 2.91898912e-10
5.48996177e+1 1.55870900e-8
5.50888419e+1 3.22599645e-10
6.03692663e+1 1.62634445e-8
6.05734492e+1 3.61886686e-10
6.63819736e+1 1.75202370e-8
6.60775616e+1 4.14882027e-10
7.03881607e+1 4.88596755e-10
7.29934013e+1 1.89144080e-8
7.38020994e+1 5.74441918e-10
7.67694729e+1 6.94345922e-10
7.83807659e+1 1.99897335e-8
7.98564579e+1 8.35708837e-10
8.21820480e+1 2.36022393e-8
8.30694586e+1 9.80460576e-10
8.82435876e+1 2.62527853e-8
8.57297724e+1 1.15767377e-9
8.70838067e+1 1.39341371e-9
8.84582236e+1 1.69873621e-9
9.00907681e+1 2.09759746e-9
9.15093558e+1 2.66286587e-9
9.27056395e+1 3.36610310e-9
9.41917528e+1 6.10330588e-8
9.39601850e+1 4.99557783e-8
9.39729757e+1 4.28510973e-8
9.39841690e+1 3.74684854e-8
9.32561972e+1 3.19353214e-8
9.32678341e+1 2.77459431e-8
9.34033521e+1 5.40189099e-9
9.34319631e+1 3.82509571e-9
9.46566017e+1 9.11011689e-8
9.46694872e+1 7.81448150e-8
9.48823515e+1 6.21738503e-9
9.63825836e+1 7.34131188e-9
1.03450244e+2 1.28009013e-8
1.06765072e+2 1.48275239e-8
1.08586543e+2 8.58083026e-8
1.08034494e+2 6.99360156e-8
1.08453803e+2 1.73963667e-8
1.09200029e+2 5.74862434e-8
1.09214895e+2 4.93105841e-8
1.09229762e+2 4.22976623e-8
1.09244631e+2 3.62821140e-8
1.09259503e+2 3.11220933e-8
1.09274376e+2 2.66959278e-8
1.09289252e+2 2.28992489e-8
1.09304129e+2 1.96425313e-8
1.01432438e+2 1.09671316e-8
9.89966827e+1 8.64880916e-9
9.43149754e+1 4.45677636e-9
1.08295783e+2 9.86749793e-8
1.00612755e+2 1.02670294e-7
