# pythia: 8310
# beam_energy: 120.0
# ptcut: 10000
# seed: 681
# mode: soft
# beam_mode: fixed
# total_xsec_mb: 38.4539152072  
# tau_xsec_mb: 0.0000119502   
# event_number particle_count pid E px py pz mother_pid E_mother px_mother py_mother pz_mother weights
1.0000000000e+00 1 -15 1.7223171045e+01 -4.8473380083e-01 3.1429065165e-01 1.7121529899e+01 411 1.8232945163e+01 -4.2680819276e-01 2.9379112294e-01 1.8129432752e+01 1.2000000000e-03
1.0000000000e+00 2 15 1.5456182915e+01 -3.0396027488e-01 -1.5024687189e-01 1.5349968567e+01 -411 1.6284983169e+01 -4.0935184109e-01 -1.2471799759e-01 1.6171644145e+01 1.2000000000e-03
1.0000000000e+00 3 -15 1.3799203737e+01 -5.3259449476e-01 3.1279534155e-01 1.3670385388e+01 411 1.4623406441e+01 -4.8644221262e-01 2.7820366363e-01 1.4492567532e+01 1.2000000000e-03
1.0000000000e+00 4 15 1.4004699491e+01 -2.5095055445e-01 -8.5305628141e-01 1.3863038531e+01 -411 1.4326884249e+01 -1.9937640183e-01 -9.2504043007e-01 1.4172814914e+01 1.2000000000e-03
1.0000000000e+00 5 -15 1.2091511130e+01 -5.2327480200e-01 -6.0367665142e-01 1.1933537199e+01 411 1.2584937907e+01 -6.2715077210e-01 -6.6904775106e-01 1.2411456006e+01 1.2000000000e-03
1.0000000000e+00 6 15 2.1512845073e+01 1.5405964706e+00 -2.6492237707e-01 2.1382277533e+01 -411 2.3071717456e+01 1.6812531389e+00 -3.6838625505e-01 2.2931339841e+01 1.2000000000e-03
1.0000000000e+00 7 15 1.2814545157e+01 4.3067609097e-02 1.9534241812e-01 1.2689186924e+01 -411 1.3866239073e+01 1.1654026693e-01 1.7187586378e-01 1.3738048775e+01 1.2000000000e-03
1.0000000000e+00 8 15 2.2760913961e+01 -2.0388229530e-01 -4.4591060725e-01 2.2686156809e+01 -411 2.4171735501e+01 -1.2519199250e-01 -4.5122368585e-01 2.4094772095e+01 1.2000000000e-03
1.0000000000e+00 9 15 6.2721965341e+01 -9.4802666095e-01 -9.9890445107e-01 6.2681666237e+01 -411 6.5968784411e+01 -1.0001423349e+00 -1.1457180858e+00 6.5924745605e+01 1.2000000000e-03
1.0000000000e+00 10 15 2.6202447620e+01 -1.5805637604e-01 -3.2124837896e-01 2.6139682278e+01 -411 2.7084235670e+01 -1.0464793312e-01 -3.9805332500e-01 2.7016493948e+01 1.2000000000e-03
1.0000000000e+00 11 -15 2.6859344806e+01 1.4145279886e-01 1.3274223144e+00 2.6767242204e+01 431 2.7898604468e+01 1.7332102623e-01 1.5273951306e+00 2.7786583135e+01 5.3600000000e-02
1.0000000000e+00 12 -15 1.4215138280e+01 -1.1684139630e+00 -2.4036259591e-02 1.4055152012e+01 431 1.6692827548e+01 -1.2037820829e+00 -1.6962660189e-02 1.6532578736e+01 5.3600000000e-02
1.0000000000e+00 13 15 1.2158730050e+01 1.5752883963e+00 -8.0941303121e-01 1.1897098139e+01 -411 1.2184473951e+01 1.5783041946e+00 -7.8750528522e-01 1.1910277822e+01 1.2000000000e-03
1.0000000000e+00 14 -15 3.4099534254e+01 -4.4965701442e-01 2.1380787384e+00 3.3983048347e+01 411 3.5618055506e+01 -4.0631036714e-01 2.3023827224e+00 3.5492032130e+01 1.2000000000e-03
1.0000000000e+00 15 15 2.4511386288e+01 5.8460917906e-01 -3.7318645169e-01 2.4437060634e+01 -431 2.4894954190e+01 5.4054707055e-01 -2.9226389460e-01 2.4809397049e+01 5.3600000000e-02
1.0000000000e+00 16 -15 9.9106591379e+00 9.0181686854e-02 -3.7737720960e-01 9.7423574632e+00 411 1.0234564793e+01 9.6688790293e-02 -3.0217321078e-01 1.0057344589e+01 1.2000000000e-03
1.0000000000e+00 17 15 1.8558059826e+01 -8.6262908291e-02 -4.4136291948e-01 1.8467329333e+01 -411 1.9348025114e+01 -1.4414856735e-01 -3.8435783356e-01 1.9253105908e+01 1.2000000000e-03
1.0000000000e+00 18 -15 1.5075518836e+01 4.4404659186e-01 6.1362523936e-01 1.4951269697e+01 411 1.5319513855e+01 3.8330661364e-01 6.2221945252e-01 1.5187427195e+01 1.2000000000e-03
1.0000000000e+00 19 -15 1.1978501898e+01 -3.2791040579e-01 8.7174161603e-02 1.1841127220e+01 411 1.2717375521e+01 -3.5746538614e-01 -1.0813569046e-03 1.2574115417e+01 1.2000000000e-03
1.0000000000e+00 20 -15 3.9111145041e+00 -2.4656252855e-02 6.4739250942e-01 3.4234488984e+00 431 4.6655208553e+00 7.1578537442e-02 7.1251183033e-01 4.1688530048e+00 5.3600000000e-02
1.0000000000e+00 21 15 8.6266080971e+00 -4.6596229120e-01 -3.0925847342e-01 8.4230942229e+00 -431 8.7470131486e+00 -4.7599316531e-01 -4.0147871518e-01 8.4998547923e+00 5.3600000000e-02
1.0000000000e+00 22 15 1.0760058925e+01 3.3239481737e-01 -8.7797561987e-01 1.0570735606e+01 -411 1.1269515464e+01 2.6353047360e-01 -8.7749231110e-01 1.1075516186e+01 1.2000000000e-03
1.0000000000e+00 23 15 3.4966030981e+01 -1.0218872592e+00 1.1424362037e+00 3.4887201367e+01 -411 3.6539238891e+01 -1.0367014265e+00 1.1052163390e+00 3.6459899160e+01 1.2000000000e-03
1.0000000000e+00 24 -15 5.5394693255e+00 1.9418056022e-02 -1.1814101822e-01 5.2454072039e+00 431 6.3412202184e+00 1.7962572328e-01 -2.3144574445e-02 6.0252236395e+00 5.3600000000e-02
1.0000000000e+00 25 15 1.4379331718e+01 -5.8414104608e-01 -2.0194369965e-01 1.4255738821e+01 -431 1.6579596433e+01 -8.0740262552e-01 -9.8772884613e-02 1.6442214265e+01 5.3600000000e-02
1.0000000000e+00 26 15 1.7617486482e+01 -7.2135141388e-01 -5.1258731041e-01 1.7505303397e+01 -431 2.0222199597e+01 -9.0950071332e-01 -4.1396158650e-01 2.0101339456e+01 5.3600000000e-02
1.0000000000e+00 27 15 1.2148515228e+01 2.7284419104e-01 -1.9014910860e-01 1.2013273171e+01 -431 1.4101137948e+01 1.4407151479e-01 -1.5968503628e-01 1.3961406900e+01 5.3600000000e-02
1.0000000000e+00 28 -15 2.6812858946e+01 9.4331754918e-02 -1.1416316830e+00 2.6729386341e+01 411 2.8070448768e+01 2.4309846132e-02 -1.2532710245e+00 2.7980052463e+01 1.2000000000e-03
1.0000000000e+00 29 15 1.1079104595e+01 6.9382955816e-01 4.5638609171e-01 1.0904117644e+01 -411 1.1114906400e+01 6.9448860826e-01 4.2814871648e-01 1.0926117315e+01 1.2000000000e-03
1.0000000000e+00 30 15 6.2687504152e+00 -7.0726668590e-02 8.9673646109e-01 5.9439888890e+00 -411 6.5603522403e+00 -3.0738750039e-02 8.5508689243e-01 6.2298173415e+00 1.2000000000e-03
1.0000000000e+00 31 -15 2.7835214385e+01 4.6098378303e-01 -3.9791433821e-01 2.7771770355e+01 411 2.9953958862e+01 5.8030797080e-01 -4.4741806987e-01 2.9886572776e+01 1.2000000000e-03
1.0000000000e+00 32 15 1.0046267919e+01 5.0469017719e-01 1.0303761319e+00 9.8211008871e+00 -411 1.0112769949e+01 4.6483856084e-01 1.0442977138e+00 9.8724872494e+00 1.2000000000e-03
