# pythia: 8310
# beam_energy: 120.0
# ptcut: 10000
# seed: 1220
# mode: soft
# beam_mode: fixed
# total_xsec_mb: 38.4539168996  
# tau_xsec_mb: 0.0000130704   
# event_number particle_count pid E px py pz mother_pid E_mother px_mother py_mother pz_mother weights
1.0000000000e+00 1 -15 4.5251184441e+01 -1.7104359147e-01 3.3738853041e-02 4.5215950833e+01 431 4.5427484643e+01 -1.1982533468e-01 3.2823446121e-02 4.5384644679e+01 5.3600000000e-02
1.0000000000e+00 2 15 1.0654255877e+01 -2.9297305816e-01 8.6496380515e-01 1.0465279900e+01 -431 1.1021931448e+01 -2.1832253412e-01 7.7781458281e-01 1.0814590132e+01 5.3600000000e-02
1.0000000000e+00 3 15 8.6294864671e+00 -5.6028368916e-01 4.0163818428e-02 8.4258777839e+00 -411 8.9066312720e+00 -6.6441537777e-01 4.2788924503e-02 8.6827025162e+00 1.2000000000e-03
1.0000000000e+00 4 -15 2.6036755723e+01 3.0463253933e-01 7.0400004610e-01 2.5964728811e+01 431 2.9380566906e+01 2.6566918725e-01 9.7885461648e-01 2.9296996815e+01 5.3600000000e-02
1.0000000000e+00 5 15 6.3477238649e+00 -1.8454423481e-01 3.4355397104e-02 6.0910813560e+00 -411 6.3930697382e+00 -1.9546928340e-01 -5.1624412684e-03 6.1104522616e+00 1.2000000000e-03
1.0000000000e+00 6 -15 4.1011355963e+01 2.8469423173e-01 5.4408787183e-01 4.0968245583e+01 411 4.4071165564e+01 3.7914864031e-01 6.3277027880e-01 4.4025310939e+01 1.2000000000e-03
1.0000000000e+00 7 15 7.7662250760e+00 -8.8864319317e-01 -6.0306404755e-01 7.4835679758e+00 -431 9.3690272515e+00 -1.1256828196e+00 -6.3176739237e-01 9.0684853703e+00 5.3600000000e-02
1.0000000000e+00 8 15 1.4404207966e+01 -3.2835100652e-01 1.9308095259e+00 1.4159388334e+01 -411 1.5840387287e+01 -3.4676759585e-01 2.1694771432e+00 1.5575477894e+01 1.2000000000e-03
1.0000000000e+00 9 15 2.4086613812e+01 4.4187883712e-02 1.8958608832e+00 2.3946015004e+01 -411 2.4962696941e+01 -3.9536889077e-02 1.9936356832e+00 2.4812589813e+01 1.2000000000e-03
1.0000000000e+00 10 15 2.0727231649e+01 -2.0035228870e-01 -7.4849550854e-01 2.0636391544e+01 -411 2.1041062271e+01 -2.1132278612e-01 -6.9407119870e-01 2.0945272269e+01 1.2000000000e-03
1.0000000000e+00 11 -15 8.5461578031e+00 -8.8155290446e-02 -3.3403311940e-01 8.3522676204e+00 411 8.9131198002e+00 -1.8229342655e-02 -2.9114914660e-01 8.7099440581e+00 1.2000000000e-03
1.0000000000e+00 12 15 8.0975884570e+00 2.8785539792e-01 -5.2245790947e-02 7.8948248337e+00 -411 8.2391551274e+00 3.2281036401e-01 8.7033173771e-03 8.0177251131e+00 1.2000000000e-03
1.0000000000e+00 13 -15 2.6948506348e+01 -3.6968244464e-01 3.9310085006e-01 2.6884451113e+01 431 3.2966476069e+01 -5.0063613365e-01 4.6166349675e-01 3.2900605189e+01 5.3600000000e-02
1.0000000000e+00 14 15 4.7572399944e+01 9.9731803362e-01 9.9185718124e-02 4.7528640482e+01 -411 5.0146388440e+01 1.0297144183e+00 1.9729666274e-01 5.0100554457e+01 1.2000000000e-03
1.0000000000e+00 15 -15 1.5602588950e+01 -1.3514773140e+00 9.7739402997e-01 1.5411096737e+01 411 1.5618232599e+01 -1.3400380313e+00 9.6885833153e-01 1.5417500516e+01 1.2000000000e-03
1.0000000000e+00 16 15 2.7657262437e+01 5.7722846313e-01 -1.6092565194e+00 2.7547126474e+01 -411 2.9574608966e+01 6.2633124836e-01 -1.6305080855e+00 2.9463726328e+01 1.2000000000e-03
1.0000000000e+00 17 -15 5.5795621706e+00 3.1818918560e-01 6.4237567685e-01 5.2402799386e+00 411 6.0785546155e+00 3.5057709190e-01 6.3546972177e-01 5.7381722879e+00 1.2000000000e-03
1.0000000000e+00 18 15 1.9579340203e+01 -3.6381564087e-01 4.5674345106e-01 1.9489804952e+01 -411 2.1229578498e+01 -4.1565107359e-01 4.2037281215e-01 2.1138827904e+01 1.2000000000e-03
1.0000000000e+00 19 -15 2.3316082181e+01 -1.7092524798e+00 4.5276667647e-01 2.3180941682e+01 411 2.3480980291e+01 -1.6857451235e+00 4.8678478649e-01 2.3340571125e+01 1.2000000000e-03
1.0000000000e+00 20 15 3.8017285744e+01 8.2714010499e-01 2.2233525073e-02 3.7966725839e+01 -411 4.1530056217e+01 9.6119113908e-01 5.5729549343e-02 4.1476777795e+01 1.2000000000e-03
1.0000000000e+00 21 15 1.4724758646e+01 -7.9737848452e-01 -1.7265201802e-01 1.4594375859e+01 -411 1.6277961331e+01 -9.0040954017e-01 -2.0122118958e-01 1.6143894166e+01 1.2000000000e-03
1.0000000000e+00 22 15 1.8965247569e+01 -1.0234291455e-01 4.0401417542e-02 1.8881509995e+01 -411 1.9170954142e+01 -8.4762694596e-02 -1.3026509774e-02 1.9079377593e+01 1.2000000000e-03
1.0000000000e+00 23 -15 6.8769784110e+00 3.1355484092e-02 -6.3882256829e-01 6.6126141058e+00 431 7.9375297254e+00 2.0127247007e-01 -6.4993045782e-01 7.6594063121e+00 5.3600000000e-02
1.0000000000e+00 24 15 3.5705397477e+01 -1.1446171054e+00 -3.8447574450e-01 3.5640711970e+01 -411 3.6426590317e+01 -1.2194657721e+00 -3.3881249370e-01 3.6356555290e+01 1.2000000000e-03
1.0000000000e+00 25 -15 1.3549877051e+01 -5.5630634224e-01 -1.0140273076e+00 1.3382987359e+01 411 1.4233878947e+01 -5.8688341890e-01 -9.7039787866e-01 1.4064911189e+01 1.2000000000e-03
1.0000000000e+00 26 15 2.3382059472e+01 1.1396243377e+00 -1.4090638017e-02 2.3286577113e+01 -411 2.4444770088e+01 1.1575787764e+00 -1.0255309367e-01 2.4345447212e+01 1.2000000000e-03
1.0000000000e+00 27 15 1.0060038644e+01 5.2771163632e-01 5.7478803113e-01 9.8710904844e+00 -411 1.0088210642e+01 5.3961151777e-01 5.9846801210e-01 9.8806462570e+00 1.2000000000e-03
1.0000000000e+00 28 -15 1.5972691816e+01 -3.5370340316e-01 -5.6927734555e-01 1.5859401367e+01 411 1.7608596181e+01 -4.1843983599e-01 -6.0251637938e-01 1.7493686365e+01 1.2000000000e-03
1.0000000000e+00 29 15 1.4634752301e+01 -4.0827870947e-01 -6.4781558954e-01 1.4506292740e+01 -411 1.5359230984e+01 -3.4506243999e-01 -7.2520867753e-01 1.5223846484e+01 1.2000000000e-03
